usuario,followers,friends,tweet,retweets
MINERDELCHICO1,760,235,1,0
llopisanna,179,181,1,1
CiudadEmergente,6452,4752,1,0
marcosantonr,8698,3404,1,0
myordanovah,173,410,2,0
MarcosFalfan,277,1975,0,1
NELLY_CHAPA_C,43,47,1,0
CesarNandis,11,29,7,0
basepublica,5133,2580,2,0
ruthfonseca,50,454,2,0
cgtrabajosocial,11486,1445,1,1
asdegalgalicia,192,510,1,0
Pamela_baleon,221,401,1,0
JASRA1,2835,843,1,0
Jhonny78283535,3,29,1,0
OVelezA,12296,9693,1,0
gemalroy,1092,917,1,1
MarianoSoto1972,2097,736,3,0
squerol1,79,74,1,0
CRodarteC,1674,614,1,0
ExtensionismoTb,201,262,1,0
tucompaniadame,67,566,1,0
GeriatriaINNSZ,9926,93,1,0
smairata,2826,5000,6,1
pauladiazf,261,362,2,0
ramirouvd,100,592,1,0
Laura_ro_,1243,752,0,1
Miryamhache,170,119,1,0
ICMIF_Web,1983,1998,2,0
rofacio,1499,19,0,1
Albertovicentep,440,507,1,0
gasparvaldez6,156,303,1,0
MCiudadanauy,96,50,0,1
osvazq,104,481,1,0
COCEMFECV,1510,145,1,0
CACPECOec,1194,6,1,0
MBMoncayoEC,2399,555,1,0
EARAMONDELLI,408,818,3,0
BurilloMarta,257,522,1,0
anastasiapenelo,123,108,2,0
itato,8637,5134,1,0
SP_Solidaria,1228,460,1,0
conviven_CFIEVA,298,138,2,0
SnchezPi,250,427,1,0
Cmendozapuccini,352,1455,0,1
mramosd17,819,1207,1,0
CruzRojaSevilla,4766,358,1,3
LuciaLond,50,128,1,0
blancotero,488,1302,1,0
vaaGloria,74,88,1,0
RaqueldeGuevara,4984,940,1,0
calichemon,419,1131,1,0
aguadojordi82,97,1167,1,0
eneroman_nora,388,618,2,0
eflorescervera,352,1625,1,0
CONSIDERApl,646,950,0,3
OISSConosur,412,419,1,0
ManuelaFleta,8,21,1,0
Laura_LZ,111,142,1,0
Maribel_UNICEF,1500,694,1,0
AmezcAlvarez,1181,811,3,0
mazaib,170,295,1,0
marlonwladimir8,32,137,1,0
GladysdelaOAlt1,3,20,1,0
mruiz,2707,4412,1,1
CarolinaOrtizFo,87,212,2,0
FlixEduardoSer1,11,43,1,0
VirginiaCarrace,1959,1802,1,0
CasinaPioIV,4245,1770,1,0
luchamosjuntos4,111,246,1,0
agustavo65,22,58,1,0
ainiatecnologia,8401,2113,0,1
QuiquePiluso,38,87,1,0
jmlg11,262,553,1,0
ToniSales1,20,81,1,0
Path_azul,13,210,1,0
Jazhaly,275,957,1,0
amcespain,538,2355,1,0
Felixgonchicote,1062,984,1,0
UtandeU01,102,211,1,0
Elijahector,2574,86,1,0
unicoos,38650,453,1,0
Atunator,134,166,1,0
Data4SDGs,14706,1893,1,0
ianVatega,252,756,0,1
ARQ_ALFRE,471,999,1,0
ForoDeImpacto,553,117,1,1
1javiergj,708,784,3,0
Anavieram,198,950,1,0
PedroPeafiel5,24,17,1,0
emiliocarrizosa,648,666,1,0
AntifrauCV,558,237,3,0
olatunjimusa88,784,2064,1,0
jlaap,1144,1548,1,0
AnaSerranoT,1237,2322,1,0
CdE_UNODC,2311,829,1,0
Carlos_Gut10,1863,1618,4,1
UNESCOQuito,6461,2699,1,3
Cemefi_RSE,1066,207,1,0
TeresaM7,124,239,1,0
ecorina2,886,2661,1,0
hgarciagzz1971,186,282,1,0
SDGsbot,2908,10,13,0
vanessa3131311,8,96,1,0
Inaempleo,17524,3437,2,0
ClaudiaPolaS,162,81,1,0
palabrademael,729,1088,15,0
aec_es,4990,193,0,3
FJAbandonado,1853,1511,0,1
TWazhima,56,113,1,0
MichMcphers23,72,113,1,0
MarcelaNazaren3,41,86,1,0
A2A2pc,835,1773,3,0
mainake289,163,175,1,0
gredossandiego,3591,157,1,0
presuntamente,2237,742,3,0
DarioReques,1407,2402,1,0
gabls,3370,4973,0,1
CevallosFrancia,322,243,1,0
alejdella,21,150,1,0
CecytehIxcatlan,846,538,1,0
dianadoor,379,1340,1,0
alej_iglesias,663,550,1,0
cpiaoficial,2906,216,0,1
fujimoripty,330,296,1,0
sergiozaragozac,222,490,1,0
victoruiziranzo,323,348,1,0
EcoAndina,785,1674,0,2
PerezEnergias,14,82,1,0
EcuAgroalimenta,542,2840,1,2
GUNi_net,1651,1192,2,0
MasQueBio1,557,723,1,0
puerto_prieto,87,437,1,0
gloriapf18,52,51,1,0
e_soria,358,701,0,1
MaristasToledo,421,120,1,0
EmprendeUruguay,3367,3820,1,0
cmugica,132,267,1,1
CREMajadrozas,727,344,0,2
SenniafV,6,23,1,0
aquamargold,11,81,2,0
informativadig,541,1441,1,0
RodrigJG,4859,791,1,0
triodoses,15919,3761,2,0
LourdesTurrion,72,198,1,0
JManciles,325,956,1,0
elviatejadaC,702,283,1,0
Calderoncamas,56,89,1,0
UNSR_VickyTauli,7400,226,1,0
mercamurciainfo,728,898,1,0
EstherBonillaM,122,146,0,1
marycistica,293,524,1,0
vbazgz,72,23,2,0
INCIBE,45023,496,0,1
Planetaria_,396,1138,1,0
VMoncholi,574,807,1,0
MateosNogales,2344,2290,1,0
gurrus1000,40,179,1,0
FelipeARoa,1423,2482,0,1
cmvillarreal1,1166,473,2,0
SantaellaME,479,536,1,0
Angela01293316,1,13,1,0
gelu_ags,140,644,1,0
2030Comunicando,329,1463,0,4
SandraP68068611,20,40,1,0
MontseZT,62,87,1,0
Planeta_Futuro,47559,1995,5,2
autonomosata,14199,790,1,0
MikelTaracena,62,92,1,0
SegarraSoledad,50,209,0,3
jmrdtb,83,47,0,1
jmrane,1033,883,1,0
Rosi_boom,13,47,1,0
albertohrojas,5916,5606,1,0
ADAVASSalamanca,1255,1617,1,0
guirampar,289,504,1,0
LViguria,138,15,1,0
cescmiralles,2015,2894,1,0
gonzaloyarzun,4419,1981,4,0
QUIMACOVA,1327,971,0,2
elradarinfoff,1037,3159,0,1
NurFuentes,1859,1481,1,1
ronokaren,389,727,1,0
rpemovimiento,254,260,1,0
roxanafabris,168,180,4,0
rosaeleacevedo,970,2867,1,0
Ahpee_Energia,65,148,1,0
MarciaTorresita,192,67,3,0
mger49,57,129,1,0
Santi_Segovia01,42,39,1,0
empiezaporlaA,386,393,1,0
jidavaloss,622,158,1,0
28clocky,42,317,2,0
Fre_CP,538,225,1,0
ArturoGR08,12,53,0,1
deva_cfs,1442,1259,1,1
vozdeoriente,4031,4966,3,0
fcruzblanca,1281,1805,1,0
Emasagra,2884,2588,0,6
mariameginom,167,238,2,0
Fer_Kobaiin,1529,2217,5,0
terpelpanama,487,17,0,1
Saramaga90,117,273,1,0
entreactivos,39,99,2,0
Chuyreg2801,5,6,2,0
CsNoticias_Coah,1486,4980,1,0
UProfesional,6617,4219,2,2
juan_bermejo,509,787,1,0
CuantixIS,1315,1626,0,3
crisvicente78,13,65,1,0
Rociodmsp,1150,2235,0,1
fmilsanchez,2209,4759,1,0
elcarpo,28470,2157,1,0
paoleja83,67,128,1,0
carmenpastorse,354,324,1,0
NEGURTHEDOG,102,43,1,0
SaludyDSocialAr,229078,95,1,0
mmoliveras,1345,1945,1,0
kaspioto,422,2319,1,0
CafeTaipa,21872,1353,1,0
Ctenorio24,11,83,1,0
pablo_gh14,232,258,1,0
ImaginaCine,30,185,2,0
MauMagdaleno,835,676,1,0
Veronica_Amb,321,450,1,0
F_Atristain,125,1760,0,1
davidserranogem,81,111,2,0
JuventudLAC,9947,1750,2,0
mu_valladolid,59,111,1,0
FAOEspana,1534,226,4,1
titarules,1105,1695,1,0
DelegacionRioIV,4466,888,1,0
FRANC_ESCALANTE,244,478,1,0
jkarakatsianis,1157,1688,1,0
XicsVilaLorente,55,132,1,0
ombudsenergiaEA,243,260,1,0
roxmors,76,105,1,0
patynicole_dg,471,1445,0,1
emisines,88,62,1,0
bfsalinero,1461,939,0,1
klegol,23,145,1,0
GADCarchi,3408,1194,1,0
echalemex,2020,1230,0,1
ComSostenible,2555,1100,1,2
AmiraLemir,48,178,1,0
comesal4,78,720,1,0
Hordago_org,501,798,3,0
versuserwin,1375,3548,6,1
agoycoechea1,315,478,1,0
StaCruz_Mislata,502,389,1,0
ECU911Galapago,3780,142,1,0
maetol86,130,956,1,0
Catedra_RSC,2584,1067,5,1
_ladybug_88,59,364,1,0
josvegam,749,1049,1,0
FM_Fernandez,2825,1159,2,0
Laurapardoc,128,874,1,0
fhortasud,1039,221,2,0
franciscopaco26,224,481,1,0
parlitoolav,816,565,1,0
coleccionsonora,3040,4785,0,1
ferranmorales,1218,1879,1,0
jblasgarcia,16339,6258,2,1
M_Giner_M,122,215,1,0
dolivauribe,650,518,1,0
Soft_blue1,91,504,1,0
NathalieElisa,1302,1085,1,0
AndarLento,244,1221,0,1
jordipc77,181,363,1,0
etomast,2057,5002,2,0
afanas_y,18,24,3,0
Francis68367607,208,1563,1,0
librosmelior,266,874,0,1
AniluIngram,14569,574,0,1
NSalasVitar,384,879,0,1
manuelbonilla94,2006,265,2,2
marisolgruiz,370,353,0,1
AnimalSoundFest,7343,1048,1,0
alex_armijo80,51,89,1,0
gbudino,2227,771,1,0
ArtGuerreroG,343,955,2,0
RicardoRojas_7,608,571,1,0
LazoVitoria,867,529,1,0
centralasimujer,396,1521,1,0
PanamaEmbUK,469,213,1,0
sugaperezsantos,37,62,1,0
xavieyepezs,75,577,1,0
drotorrent,2471,3054,8,21
miguelluis_2015,1985,4154,2,0
Uponor_ES,2973,716,1,0
cdeandres3,102,180,2,0
falangedigital,1099,1861,1,0
Dialoguia,68,278,2,0
charirubio1,143,236,1,0
edna_guidi,108,115,4,2
EaliagaEsplai,273,557,1,0
lajaralizarte,43,112,1,0
JPerezRolon,774,550,1,0
ConKikibu,115,114,1,0
mayeaguero59,47,281,1,0
Lopez11Santi,150,572,1,0
LuisGuijarro72,1730,404,5,0
elenaub,72,246,0,1
cemmalaga,5998,265,2,0
CEIPA_Ecuador,1594,620,0,1
laumarinero,337,737,3,0
EmbEspEcuador,2257,209,1,0
DeleGobCataluna,6675,284,0,1
Cintiasatriano,534,411,1,0
EmprenderEnCali,6745,429,1,0
MIC_RD,69009,509,0,1
AgusKniazev,693,1411,3,0
c_santillan28,349,1180,1,0
EmbajadaEspArg,4846,1083,1,0
MCIbanezH,940,479,1,0
Marifer81560851,4,124,1,0
wanttowalk,1443,1012,0,1
SitgesSVS,407,302,2,0
inesrobredo,289,5,1,0
cayaramirez,196,283,1,0
EvaluaALC,843,2029,0,1
AdanAlbertoA,688,2820,1,0
LaManchaGris_,2729,3930,1,0
Laraesku,293,937,0,1
danielsenderos,23116,21013,2,0
NAT22777,207,195,1,0
angeleschilino,54,18,1,0
RMarti_SEO,3139,1694,3,0
fortunata_2030,1530,2177,16,0
SofiaSogova,9,118,1,0
ursulasoto,317,188,1,0
Etsequeira,426,401,1,0
clemengiraldo,2035,1380,1,0
IamEduardoG,274,531,0,1
AaAMmMBb,96,1052,1,0
chemaalonso,132646,276,2,0
elsacasas,8731,2545,1,0
Pau710,168,485,1,0
PLSDE,5580,5363,1,0
teimas,493,402,1,0
CTAndalucia,5274,3688,0,1
fmorcillo,3528,2334,2,4
asezatuci,217,412,1,0
InnovacionForm,2134,2103,1,0
Zafrainvestiga,494,697,0,1
margaridafeliu,906,749,2,0
suromig,1624,898,1,4
franco_jaume,65,192,3,0
osvaldmoortiz,1214,857,0,1
SubdelegCadiz,1475,840,1,0
HERNANDOARISTI4,30,163,1,0
pattto7,34,109,1,0
malaga_con,359,708,1,0
jabiron7,17,100,1,0
mj_murciano,53,176,1,0
twitttercomgome,1297,2163,1,0
ArrabalAID,4415,932,2,1
GustavoRamos808,422,510,1,0
rosa_m_asencio,63,173,0,2
FerminQuinones,2090,758,1,1
Ruth3873,16,72,1,0
GlobalFundacion,436,86,0,1
PGElSalvador,465,264,1,0
frdelpino,10270,977,2,0
urdaneta_e,447,1088,1,0
ESISMANOAMANO,323,356,2,0
dbad91,107,432,1,0
aps_sevilla,137,190,1,0
agrosingularity,33,201,1,0
CreaCulturaRsC,201,521,8,4
MaquiEsmeraldas,84,30,1,0
Adriana37390855,2,18,0,2
verenissec,20,160,1,0
margaritacdf,642597,964,0,1
IMPLANPuebla,5261,1006,0,2
Jofinajuca,212,611,1,0
ibericamaristas,779,238,1,0
genially_es,15427,5573,0,2
CAMAROTE89,146,381,1,0
UEenMexico,14473,1065,0,1
Paco_Solis_,54,318,1,0
PsicoSilvina,32,202,1,0
miggar85,783,1132,1,0
ruiz_gaitan,847,839,0,1
MaristasMedit,2931,240,4,0
MagdalenaPreve,419,1636,2,0
Srbrnal,80,309,1,0
nodesperdicio,1600,1133,0,1
SAlimentariaN,219,353,1,0
anigadelhierro,320,888,0,1
greendrinkscba,451,376,0,2
SebaCGT,348,471,1,0
asempal,2228,281,0,1
MiriamHF2,14,60,2,0
Funseam,1334,1206,0,1
GemaHassenBey,5799,3323,1,0
tarressolar,848,157,3,0
Rachelpalmen,244,416,1,0
MuniLincoln,431,233,0,1
6uillot3,473,1687,1,0
GnNatura,4143,3846,1,0
RafaGomezLGNS,3859,1306,2,0
BetweenClouds_,253,384,1,0
DGRVMexico,68,103,0,2
cristiansolisw,176,590,1,0
3CSCAMBIOS,294,346,0,1
egade,9088,3360,0,1
ggaleano7,318,1004,1,0
mariialm09_,67,155,2,0
CEDE_Mex,6589,1029,0,2
Paula_CinPar,255,168,1,0
OpAkademia,902,854,1,0
valletello,308,229,2,0
pedro_calaza,346,623,1,0
cibervoluntario,17009,3443,6,13
datapopalliance,4284,556,0,1
guillote_vacota,420,721,1,0
SmartServicesUY,2914,644,1,0
ThinkupLKS,966,518,1,0
SoniaBLBida,352,202,1,0
AnaAllueva,468,562,1,0
JasoPsoe,240,969,2,0
NaniMartinez14,161,231,1,0
DSHolguin,5483,2091,1,0
martacorella1,612,418,1,0
alba46187810,34,325,1,0
angelitaperezg,437,778,1,0
mcgutierrezc,374,706,1,0
plopezram,107,169,1,0
PatriciaGD57,69,171,1,0
MariaBlanco_F,28,186,1,0
EJAAriza93,651,230,3,0
mireiadd,215,812,1,0
kiel__84,52,194,1,0
RocioMorenoGBS,365,401,0,1
vilar_paula,21,140,4,1
glorosique,523,916,0,1
LuisMuozGonzal9,38,34,2,0
ANDREAPACHECO88,1473,519,1,0
BPIEivissa,71,62,0,1
ColAsocQuimMad,690,705,1,0
Corfo,175736,39444,2,0
Toni_Castaneda,508,768,2,0
juanan_mrtnz,87,349,1,0
iTabulator,366,2185,1,0
SCulfi,63,94,1,0
G74Alfredo,2047,4999,1,0
KeepDreamingLau,429,398,1,0
MimyValencia,3256,528,1,1
efraaguespa,510,1054,1,0
dchicapardo,9693,2876,1,0
LuisChaco85,1158,597,1,0
edisson_mena,16,46,2,0
SariPerezCantu,44,172,1,0
Rudelamoya,112,298,2,0
PaujournalisteB,259,292,1,0
MildredSamboy,1543,2377,1,0
The_Lawlover,524,5001,1,0
emrobeltran,1964,1416,1,0
Camenor,32,137,1,0
mcperdices,180,319,1,0
EmiliaRamirezP,296,540,3,0
ACSUQUI,188,413,1,0
AngelBorroy,583,449,1,0
LauradeMoral,742,786,1,0
1AlfredoZamudio,3950,2528,1,0
iredcat,384,548,1,0
lanzarotejesus,1085,822,17,0
MAE_PichinchaDP,1436,990,1,0
CODESPA,6897,1169,0,1
SacraTorres,89,330,1,0
GalindoDentista,398,475,1,0
gutenpower,159,328,1,0
brmu,5026,457,1,0
937908Mcm,4564,5010,5,0
MujeresTech,6716,1696,5,0
MontseMoliner1,1877,1355,10,1
ajlopez1969,136,583,1,0
ONUMujeresMX,63816,1456,0,4
raisabanfield,68715,737,0,1
luisamatias,563,503,1,0
Hybrid525,69,82,1,0
CGTparaguay,15,39,1,0
GalaSoilapolla,727,2102,0,1
peter_ohs,769,2191,1,0
ArnalJc,1016,601,1,0
FrTiKaDeLBosKe,147,502,1,0
IESdeNava,100,18,1,0
silvipappalardo,185,290,1,0
jmaiguashca,390,451,2,0
emasesa,4360,926,0,1
deustoEmprende,3648,772,1,0
AnaAlvarezRoz,1382,1137,1,0
Alkkaudon,308,605,2,0
marianoesi2,9,24,1,0
AranchaGlezLaya,19783,1812,1,0
AfaniadV,104,84,1,0
gloriafigueroa5,823,739,2,0
gemlamindpho,25,117,2,0
SandrojCaseres,617,600,1,0
Ignacio_Echave,613,1296,1,0
TrainorNoel,5313,285,1,0
JaboneroOEI,829,245,0,1
azuc76,110,253,1,0
MaribelVerdeg,788,505,2,0
clima21_VE,728,473,1,0
dolochoquerita,382,383,1,0
AtirReyes,100,447,0,2
gemvent,885,1864,2,1
JuventudUSO,1062,1245,1,0
GmoCejudo,9047,714,1,0
solomicaok,31,78,1,0
ANIAagronomos,1083,714,1,0
AlineMorenoG,342,1347,1,0
Cenfarte,278,237,1,0
wbcsd,34058,854,1,0
nsilvasebastian,81,493,2,0
MabelRuizR,250,511,1,0
OWSDUY,498,712,1,0
IreneMelchorL,106,444,0,1
lydia_meade,18,812,1,0
AstiFoundation,1060,326,0,1
aljimm,448,1993,1,0
vicfanjul,584,500,1,0
IIDHoficial,4825,2646,1,0
opsoms,115754,3198,1,0
DCaggiani,9475,3123,10,1
SomosSANNAS,2366,677,2,2
Educacion2020,204567,3744,5,0
Tel_Esperanza,5772,3082,1,0
MIVIOT,32848,2492,5,0
UtopiasEduca,1567,403,2,0
encarnahr,4909,3574,1,0
Marcelo20527976,3,5,1,0
iandradega,1441,1316,1,0
ExcelenciaCIP,387,139,1,0
Pierinalala,141,739,2,0
giradiscos,3218,708,0,1
Guillecorrea72,834,1159,1,0
viviluUY,485,408,1,0
Carchicoopera,329,986,1,0
UrielOrtega22,12,31,1,0
fpm_Francisco,351,304,5,0
manolomata,7821,871,1,0
alezamce,517,2297,2,0
janaveros,1748,3282,0,1
EspesPilar,25,92,2,0
AnthonyVaca13,43,93,1,0
PercebeCB,48,50,1,0
abelramos22,507,50,1,0
bolivarianosdiv,156,317,1,0
DaNaturaleza,68,346,1,0
jegacha,326,1337,3,0
guadabril,94,323,1,0
CIDE_MX,82336,1012,1,0
melumonpi,14,87,1,0
GabSocialPy,21491,1402,0,2
baezacure77,244,397,2,0
Doc_Tresierra,314,69,1,0
jmalabert,1244,979,6,0
MatthijsvBonzel,4866,3809,9,0
Leire_deGuevara,238,679,1,0
Spolopaya,26,60,1,0
mherrera68,1289,622,9,0
aldevigo,703,1577,1,0
redaccioncomar,11682,457,0,1
RusaIrina2019,291,1172,0,1
Proyecto_Brisa,192,213,0,2
easymarketinga,11,14,0,1
arellanomanu,463,352,1,0
SaskyaLugo,240,572,1,0
IlunkaES,24,257,0,1
Ruis7James,62,598,2,0
Cristina_Afan,241,530,0,1
ActEnSeguridad,581,998,1,0
CruzRojaMadrid,12872,1304,0,7
MarcoVinicioEs6,1,28,1,0
Rivka_Azatl,2185,741,1,0
DacilAcevedo,1279,706,4,0
JJ_Guz,591,4998,2,0
Flowerfull_gt,12,38,0,4
Fernand75643182,2,11,1,0
Ivanam_Diaz,173,860,1,0
Arturolarena,8913,3486,2,0
Conketa,619,1268,1,0
BBVAMomentum,5927,1447,0,3
CaldasPigcc,176,906,1,5
Veyl1D,1017,417,1,0
msc84b,700,1663,1,0
AsieduEdmund,7165,7100,1,0
Gambusino_Pros,249,203,2,0
ConsejoNL,1868,90,1,0
eco_onis,1550,2872,1,0
R4QU3L3P,11,31,1,0
phombresevilla,824,319,1,0
EmbMexJapon,13325,16,0,1
francescperarn2,76,362,1,0
maggietamg,220,309,1,0
NovaIntegra,1330,1972,1,0
RafaelFreyre,4050,3883,0,1
pilargomezh,635,457,2,0
vrodac,366,301,0,2
joserramol,239,768,2,0
schalmadg,419,464,0,1
PatriLedesma5,98,201,1,0
CarlosMarxBH,1169,1027,3,0
FronteraEnergy,84517,83,0,2
MasaCriticaMvd,499,82,0,1
CEPES2,4599,1147,7,6
andres_acelis,129,721,2,0
opsomschile,9973,932,1,0
bizancio2010,365,218,4,0
Tangente_coop,3492,1002,1,0
CamiMateluna,178,857,0,1
AnaAntunezVeron,1453,638,2,0
JouScout,827,753,1,0
toniapico,909,1013,1,0
VolCorporativo,2248,1057,1,0
isabel44540923,266,1336,2,0
Orchid212III,268,297,1,0
pepenbici,508,1098,1,0
rzuasti,234,200,1,0
FrayPedroUrbina,342,488,1,1
OIconversa,1089,1310,1,0
JesusAmo95,788,1795,1,0
RMauricioValdes,477,219,2,0
OrtunoCristina,318,502,1,0
lloaizar,19771,8789,1,0
marystamez,819,2114,1,0
BrendAgus99,9,20,1,0
Olimpia_GS,1520,1187,2,0
JuliusEmperator,15,26,1,0
Castro_Cons,900,1145,1,0
carballosof,51,545,1,0
Latam_WFZO,162,137,1,0
DavidCarballoTF,242,418,2,0
ACRundp,1103,463,0,1
marce_ruiz_,1401,2367,1,0
TdHSColombia,162,260,0,1
MargaritaDucci,1597,352,5,0
designthinkbot,7367,1,1,0
CirculoXiii,24,274,1,0
CanalMalagaRTV,16009,1780,1,0
paleartico,4016,1581,2,0
PNUDPanama,8446,1116,0,5
Lucilataboada,162,96,1,0
CEUCYL,1050,1045,1,0
SimarroEugenia,146,436,3,0
apciagencia,1829,362,0,4
DGsociales,185,261,0,1
MartinezDomenec,521,755,1,0
acciones_unidas,97,440,1,0
Gizatea,981,589,1,0
Felipecatr,717,318,0,1
GonzaloRevilla,269,202,1,0
InjuveSpain,27496,818,1,4
JAQuintanillaR,293,216,2,0
INJUVRM,6140,1074,0,1
sdsn_TReNDS,488,559,1,0
AlexSol87196078,31,395,1,0
ADEGI,6302,482,1,0
OngInteRed,3945,1091,0,1
monisolidaria,612,915,1,0
BurgesEsther,274,225,1,0
huauchiperez,148,276,1,0
GRADEPeru,11948,594,1,0
papajulio,296,179,1,0
CES_Sevilla,2425,801,1,0
H_boliche,776,1923,1,0
noemkr,640,1021,3,0
SELAInforma,4303,966,2,0
AndresStein05,80,561,1,0
TimeTimmygarcia,1090,1946,1,0
AranzazuIglesia,102,399,0,1
pilaralvarezm,8403,3011,1,0
mi_antequera,210,415,1,0
PazA_RioCuarto,188,140,1,0
IpfGisela,289,290,1,1
on_trauma,2431,9,2,0
Vjmv4,2,30,1,0
CgChiclana,121,168,1,0
ArturoSL86,302,666,1,0
frarroyo,334,416,1,0
stellaguillenpy,335,201,2,0
tifanyyii520,10,120,1,0
n_castellon,3216,1598,1,0
Gest_TalentoDiv,713,1692,0,1
Alioskag,984,2733,1,0
AdsDulantoScott,2729,3434,13,1
mali_serrano,4514,1182,1,0
TishaAlbarran,370,363,1,0
Bea_Natura,1765,1510,1,0
CEDHVeracruz,2053,404,1,0
PachecoQuijano,80,384,1,0
mariorrojas1,46,225,1,0
INAFED_Mx,4993,410,0,11
BukeleNoticias,1373,20,1,0
concha_prado,265,305,1,0
mce_bhh,328,280,2,0
Aktibatu_GAP,166,493,1,1
gianniniina,385,457,1,0
CulturaLaces,76,122,4,0
InnovaCiudadana,8270,1280,1,1
agronomoscentro,2927,1512,1,0
fjmartosm,581,402,1,0
JBerdegueFAO,4866,4699,1,0
carmen62973823,7,26,1,0
rtibavija,225,1423,1,0
aliciasabinas,163,446,1,0
Nicoleqlc,637,322,1,0
jcrisen,1436,2642,5,0
JerezSandoval,2074,1054,1,0
jcgenriquez,144,165,1,0
SusyGuerrero20,76,120,1,0
Bethdenadal,151,445,2,0
chrisRive97,110,425,0,2
ECANEcoturismo,115,191,0,1
CruzRojaLP,1072,103,0,1
GMachad43567414,279,192,1,0
Inforpor,1239,3284,1,0
UNESCOgt,2606,280,0,1
manuel_beitia,221,359,3,0
eesostenibles,175,240,3,0
lilia_4a,10,9,3,0
unesco_iesalc,12120,946,1,0
FAquae,21926,1244,2,5
ManpowerGroupES,37289,850,3,0
fermonsalvete,1834,1158,0,1
herberabio,921,490,1,0
TitiRoC,7178,1699,1,0
marianagiachino,2804,1357,3,0
RaulSerret,367,517,1,0
EynarGaitan,138,1072,1,0
AdmonUniandes,11521,4000,1,0
JLBlasco_me,3481,499,1,0
Abel_Timon,129,198,1,0
aqualia,4299,449,1,2
Mpenalver,296,404,0,1
lourdeslagos6,11,9,1,0
alecontrerascl,1989,2000,2,0
Albaladm,759,161,0,1
FundacionCanal,79067,900,1,1
CentroEstudMAP,294,840,0,1
Patrici47660120,27,46,2,0
stefarevalo1,23,70,1,0
OAN_Int,435,156,2,0
RafaelaCA128,38,109,1,0
babiloni_rbh,71,126,1,0
jghinojo,359,1671,1,0
Vicka_Tapia,1109,2375,2,0
pilarcabrera67,3884,4148,1,0
LaCasaEncendida,390028,8162,4,1
dudasluisjoyfe,261,70,2,0
nicofdzperez,1725,1122,1,0
Ni_Galdames,95,267,1,0
NQN_LAB,880,1382,1,1
CarlosV53187541,18,49,2,0
RCorderoRC,522,3644,4,0
Astrea_ONG,484,275,0,1
IF_UNAM,23454,583,1,0
bogarcram,176,466,1,0
anacorcanarias,612,490,1,0
vere77franco,24,145,1,0
OpenExpoEurope,4274,1769,5,0
gabrielfrengifo,312,900,1,0
SocialMediaVCL,2206,1410,2,0
MarlenGMay,17,40,1,0
CNSEinfo,8176,477,1,0
CecytehAtoto,705,248,1,0
xescoguillem,394,843,1,0
NFkFKMNaQx78SPC,205,1553,1,0
CruzRojaMostole,1725,771,0,1
LDAC_eu,1752,1183,1,0
intaargentina,54065,1855,0,1
DOrtizLlargues,561,226,1,3
Liliana60662166,13,63,2,0
wuemes,942,1396,1,0
CELlogistica,6819,732,1,2
monibrivera,945,903,0,1
PN_Guadarrama,4309,125,1,0
IBHZGZ93SPAIN,132,339,1,0
CentroLeonRD,3149,537,1,0
lalorafranco,194,1461,1,0
lccabareda,1887,3316,1,4
schallierw,1226,3955,2,0
Eloisa_alonso,617,730,1,0
Rosbalas,717,592,2,0
MgBranding,14627,3926,1,0
dayicefa,114,810,1,0
grupo_cice,1674,358,1,0
EmbEspanaLituan,1812,74,0,2
Rafles63,2709,4832,1,0
CV_Zarges,2056,1262,1,0
PiluGiraudo,10316,1316,0,2
diazdandrea,67,300,1,0
W_Schmidt_,4426,4563,1,0
MIDEPLAN_CR,4505,258,0,1
IdoiaPAcebron,124,231,1,1
UNICEFCLM,277,310,0,2
stella_franco33,1434,2924,2,0
Bren_Mireles,389,1286,1,0
AngelGarciVidal,4178,2117,1,0
valencinajoven,677,1192,1,0
Semanariodehui,114,97,1,0
unicef_es,271730,34556,3,1
fes6692,20,78,1,0
irvalpoSocial,465,493,0,1
iamquimito,225,355,0,1
ernestobruzera,55,303,0,1
MichaelValarez6,267,357,1,0
chus40y,220,603,1,0
IPascualMadoz,710,2703,1,1
ArnaizIvan,642,4450,1,0
MutisSostenible,33,29,1,0
jaz_smiletome,39,141,0,1
fescancantabria,1020,132,0,3
aliingua,27,155,1,0
Artangulo,399,587,1,0
iriniw,609,893,1,0
martamuelas,824,1383,2,0
AlejandroTakO,83,80,1,0
SilviEstrellaR,416,509,1,0
ftejeirab,756,660,1,0
Eduardortigoza,211,697,1,0
PUCMM,62484,1113,0,1
persephxxne,1548,803,1,0
SANDaliasonora,538,874,1,0
froilansv,360,303,1,0
AnayansiRCamejo,3060,124,0,1
oeticapublica,85,276,3,0
FranZanichelli,551,713,0,1
danielaquirozt,320,175,1,0
VolyEstrategia,933,494,1,8
FaPUR16_20,1065,1317,1,0
BBVAWorld,103415,102,1,1
AStasi18,325,935,1,0
christianbaez,475,362,1,1
PrecioAlCarbono,583,1596,1,0
GabrielCortina2,290,192,1,0
GabaldonJulia,222,297,2,0
aileon25,1333,909,1,0
SergioA94711276,16,6,1,0
SillaGonzalo,69,61,1,0
MaquitaCotopaxi,59,27,1,0
LaMachitaCR,7677,4493,1,0
iniguillo,632,1453,1,0
planb_group,1628,1339,0,1
hiramgasca,3891,3240,1,0
roperezzini,325,482,1,0
